"semestre","carrera","promedio","edad","peso","estatura","genero"
5,"CIVIL",85.91,27,96,184,"F"
6,"CIVIL",83.87,21,67,180,"M"
7,"CIVIL",76.34,21,74,184,"M"
4,"CIVIL",92.17,20,83,180,"F"
9,"CIVIL",85.39,18,73,171,"F"
6,"CIVIL",83,23,76,169,"F"
6,"CIVIL",83.43,21,70,166,"F"
5,"CIVIL",82.33,22,74,151,"F"
8,"CIVIL",82.35,22,93,177,"F"
6,"CIVIL",86,22,72,177,"F"
3,"CIVIL",79.58,19,68,171,"F"
3,"CIVIL",85.18,24,59,166,"F"
4,"CIVIL",81.8,25,60,180,"M"
8,"CIVIL",80.54,19,49,186,"F"
3,"CIVIL",87,20,73,170,"F"
7,"CIVIL",84.04,22,73,186,"F"
8,"CIVIL",82.63,21,86,172,"M"
6,"CIVIL",80.86,22,63,169,"M"
5,"CIVIL",82.18,25,68,172,"F"
4,"CIVIL",93,20,97,164,"M"
8,"CIVIL",79.07,20,61,172,"M"
7,"CIVIL",79.69,21,71,168,"M"
4,"CIVIL",85,19,75,155,"F"
2,"CIVIL",96.17,20,68,168,"F"
7,"CIVIL",79.86,21,75,186,"M"
7,"CIVIL",82.05,22,72,171,"M"
6,"CIVIL",85.5,19,70,182,"M"
6,"CIVIL",89.9,20,70,184,"F"
7,"CIVIL",89.94,18,80,187,"F"
7,"CIVIL",82.44,19,65,170,"F"
2,"CIVIL",87,20,76,178,"F"
9,"CIVIL",86.13,17,83,173,"M"
2,"CIVIL",84.5,23,67,191,"F"
4,"CIVIL",80.3,20,82,176,"M"
3,"CIVIL",86.58,20,73,192,"F"
9,"CIVIL",77.48,21,73,176,"M"
4,"CIVIL",84.61,19,79,143,"M"
5,"CIVIL",78.83,22,77,176,"F"
8,"CIVIL",87.12,19,75,184,"M"
5,"CIVIL",88.12,20,63,179,"M"
4,"CIVIL",82.47,20,68,183,"F"
7,"CIVIL",80.7,20,54,193,"F"
8,"CIVIL",83.1,20,65,174,"F"
4,"CIVIL",87.54,24,75,182,"F"
9,"CIVIL",85.81,19,86,173,"F"
4,"CIVIL",88.91,20,85,185,"M"
4,"CIVIL",80.12,20,95,183,"M"
7,"CIVIL",86.3,22,74,160,"F"
5,"CIVIL",82.95,24,81,160,"F"
9,"CIVIL",86.76,21,59,185,"M"
8,"CIVIL",85.58,17,84,186,"M"
2,"CIVIL",79.17,23,49,188,"M"
6,"CIVIL",87.16,24,94,175,"M"
7,"CIVIL",92.78,21,77,177,"F"
3,"CIVIL",80.36,23,70,180,"F"
3,"CIVIL",84.89,20,90,167,"M"
8,"CIVIL",82.53,19,55,176,"F"
5,"CIVIL",83.47,20,86,167,"F"
6,"CIVIL",80.9,20,57,188,"F"
8,"CIVIL",90.67,21,84,194,"F"
9,"CIVIL",88.15,21,68,194,"F"
3,"CIVIL",87,20,75,166,"M"
9,"CIVIL",84.42,19,68,185,"F"
5,"CIVIL",84.5,19,71,184,"M"
3,"CIVIL",88.83,21,78,182,"F"
7,"CIVIL",85.78,22,71,174,"F"
5,"CIVIL",78.6,19,80,161,"F"
6,"CIVIL",80,21,79,201,"F"
9,"CIVIL",93.55,24,61,187,"M"
6,"CIVIL",92.84,21,65,172,"M"
4,"CIVIL",88.82,20,74,178,"M"
2,"CIVIL",88,20,72,183,"F"
9,"CIVIL",79.02,24,75,184,"M"
6,"CIVIL",89.23,20,50,173,"M"
7,"CIVIL",81.37,22,86,169,"M"
8,"CIVIL",80.17,24,87,166,"M"
9,"CIVIL",79.18,22,91,187,"M"
6,"CIVIL",80.48,19,83,169,"F"
9,"CIVIL",79.17,22,76,188,"M"
7,"CIVIL",87.83,21,72,167,"F"
8,"CIVIL",85.09,21,70,190,"F"
4,"CIVIL",90.06,20,76,169,"F"
2,"CIVIL",80.17,22,65,155,"M"
2,"CIVIL",83,18,82,177,"F"
9,"CIVIL",79.09,24,85,170,"M"
6,"CIVIL",84.45,19,97,168,"F"
9,"CIVIL",81.69,23,72,186,"M"
3,"CIVIL",80.27,19,64,169,"M"
2,"CIVIL",84.67,21,89,176,"M"
9,"CIVIL",82.55,19,84,176,"M"
4,"CIVIL",87.11,21,75,172,"M"
4,"CIVIL",88.33,20,58,173,"M"
2,"CIVIL",93.17,22,85,168,"M"
6,"CIVIL",94.3,21,56,185,"F"
4,"CIVIL",89.17,21,76,170,"M"
6,"CIVIL",89.3,21,61,165,"M"
7,"CIVIL",80.19,21,79,181,"F"
8,"CIVIL",88.63,22,94,179,"M"
9,"CIVIL",79.52,19,83,182,"F"
2,"CIVIL",84,19,54,169,"M"
2,"CIVIL",81.67,23,86,177,"M"
4,"CIVIL",80.63,21,81,166,"M"
7,"CIVIL",86.17,21,70,166,"M"
2,"CIVIL",84,22,51,177,"M"
5,"CIVIL",83.94,18,68,168,"F"
7,"CIVIL",86.04,20,71,179,"M"
2,"CIVIL",87.17,22,77,170,"F"
6,"CIVIL",84,23,64,167,"F"
2,"CIVIL",84.75,21,79,184,"M"
8,"CIVIL",85.64,18,69,168,"F"
2,"CIVIL",90,20,88,173,"F"
5,"CIVIL",90.61,20,87,170,"M"
7,"CIVIL",81.3,23,78,188,"M"
2,"CIVIL",91.33,22,86,176,"F"
3,"CIVIL",82.22,16,85,159,"M"
9,"CIVIL",82.33,21,65,193,"M"
5,"CIVIL",86.32,25,77,170,"M"
6,"CIVIL",79.65,19,83,175,"M"
4,"CIVIL",87,21,71,180,"M"
7,"CIVIL",87.56,21,71,167,"F"
5,"CIVIL",80.5,18,90,190,"F"
6,"CIVIL",85.18,22,49,179,"M"
4,"CIVIL",87.39,22,75,170,"F"
6,"CIVIL",85.32,20,78,192,"M"
4,"CIVIL",86.53,22,94,181,"F"
9,"CIVIL",83.98,21,91,166,"M"
7,"CIVIL",80.33,20,72,166,"M"
7,"CIVIL",81.11,20,75,162,"F"
3,"CIVIL",84.44,21,87,169,"M"
7,"CIVIL",86.3,26,74,173,"M"
6,"CIVIL",87.03,24,84,168,"M"
3,"CIVIL",90.83,21,70,199,"M"
4,"CIVIL",85.22,22,68,177,"F"
5,"CIVIL",83.88,18,78,190,"F"
7,"CIVIL",84.13,21,98,167,"F"
3,"CIVIL",86.17,19,74,193,"F"
3,"CIVIL",87.58,21,58,179,"F"
8,"CIVIL",82.34,19,76,172,"F"
3,"CIVIL",87.5,22,67,173,"F"
3,"CIVIL",89,19,83,172,"F"
3,"CIVIL",85.5,17,73,173,"M"
6,"CIVIL",86.69,18,71,179,"M"
6,"CIVIL",82.39,24,74,172,"F"
7,"CIVIL",77.68,22,80,186,"M"
6,"CIVIL",84.23,20,84,169,"M"
4,"CIVIL",81.44,21,69,177,"M"
3,"CIVIL",84.67,22,72,176,"F"
8,"CIVIL",88.43,21,76,176,"F"
8,"CIVIL",85.98,16,106,174,"M"
9,"CIVIL",83,21,60,172,"M"
5,"CIVIL",82.68,19,68,158,"F"
9,"CIVIL",89.48,19,84,174,"M"
5,"CIVIL",82.07,20,80,191,"F"
8,"CIVIL",85.65,20,86,176,"F"
7,"CIVIL",79.96,22,69,179,"F"
3,"CIVIL",78.71,20,78,182,"F"
5,"CIVIL",84.65,22,61,178,"F"
2,"CIVIL",93.33,22,71,165,"F"
2,"CIVIL",90.17,21,78,167,"F"
8,"CIVIL",81.54,23,79,160,"M"
7,"CIVIL",81.41,22,95,193,"F"
7,"CIVIL",82.52,20,75,175,"M"
5,"CIVIL",80.75,21,72,165,"M"
3,"CIVIL",80.33,19,88,175,"F"
9,"CIVIL",87.83,24,72,176,"M"
5,"CIVIL",89.08,21,75,189,"M"
6,"CIVIL",85.54,25,61,177,"F"
5,"CIVIL",83.8,26,71,159,"M"
5,"CIVIL",83.75,23,83,170,"F"
3,"CIVIL",77.67,19,65,168,"F"
3,"CIVIL",85.82,23,73,168,"F"
7,"CIVIL",81.8,23,96,175,"F"
7,"CIVIL",82.53,21,81,171,"F"
2,"CIVIL",86.67,18,65,174,"F"
8,"CIVIL",79.09,20,72,167,"M"
7,"CIVIL",78.83,22,68,188,"F"
2,"CIVIL",81.17,20,87,158,"F"
5,"CIVIL",80.1,21,83,185,"M"
7,"CIVIL",85.84,17,69,170,"F"
4,"CIVIL",78.76,22,66,172,"F"
9,"CIVIL",79.32,23,70,178,"F"
5,"CIVIL",85.26,22,76,165,"M"
5,"CIVIL",84.57,25,87,175,"M"
5,"CIVIL",78.08,20,69,182,"M"
3,"CIVIL",90.67,22,74,178,"F"
6,"CIVIL",85.55,23,95,186,"M"
8,"CIVIL",83.95,21,87,172,"F"
9,"CIVIL",95.57,20,80,172,"F"
4,"CIVIL",86.78,20,93,161,"F"
9,"CIVIL",79.86,22,64,174,"F"
4,"CIVIL",86.4,26,58,174,"M"
9,"CIVIL",81.45,18,81,160,"F"
9,"CIVIL",80.35,21,64,152,"F"
2,"CIVIL",83.67,17,75,184,"F"
5,"CIVIL",86.16,19,87,180,"M"
9,"CIVIL",86.98,19,59,177,"M"
5,"CIVIL",87.76,22,79,159,"M"
9,"CIVIL",84.76,23,80,183,"F"
6,"CIVIL",86.07,20,74,184,"F"
6,"CIVIL",87.61,22,80,183,"F"
2,"CIVIL",94.17,21,68,194,"F"
9,"CIVIL",88.54,23,85,182,"F"
4,"CIVIL",90.61,22,82,172,"M"
8,"CIVIL",80.14,16,87,173,"M"
8,"CIVIL",89.19,25,74,181,"F"
8,"CIVIL",82.83,23,81,147,"M"
7,"CIVIL",82.48,21,96,170,"M"
2,"CIVIL",87.17,20,78,180,"M"
6,"CIVIL",86.25,22,62,173,"M"
2,"CIVIL",88.83,19,61,187,"F"
4,"CIVIL",90.72,24,90,178,"F"
4,"CIVIL",88.83,21,77,186,"F"
5,"CIVIL",85.5,21,69,181,"M"
2,"CIVIL",89,23,66,163,"F"
8,"CIVIL",80.11,20,99,183,"M"
8,"CIVIL",77.58,19,78,178,"M"
7,"CIVIL",84.56,21,78,177,"F"
6,"CIVIL",79.35,24,80,183,"F"
6,"CIVIL",91.93,21,76,181,"F"
3,"CIVIL",79.83,24,81,181,"M"
2,"CIVIL",87.67,20,80,185,"M"
2,"CIVIL",78.25,19,79,174,"F"
8,"CIVIL",84.8,23,82,163,"M"
9,"CIVIL",84.67,23,79,186,"M"
6,"CIVIL",87,16,68,164,"M"
9,"CIVIL",86.48,21,77,164,"F"
3,"CIVIL",87.92,22,70,182,"F"
3,"CIVIL",81,21,82,170,"M"
4,"CIVIL",85.17,21,63,162,"F"
4,"CIVIL",94.75,18,76,186,"F"
8,"CIVIL",81.8,22,73,192,"F"
9,"CIVIL",79.25,20,63,158,"F"
7,"CIVIL",89.29,21,69,164,"F"
5,"CIVIL",82.73,21,74,193,"F"
3,"CIVIL",84.85,20,75,167,"F"
6,"CIVIL",85.73,21,71,169,"M"
9,"CIVIL",79.88,21,81,181,"M"
3,"CIVIL",79.67,18,85,180,"F"
9,"CIVIL",84.07,22,76,182,"F"
9,"CIVIL",88.08,20,69,177,"F"
8,"CIVIL",91.79,23,75,154,"M"
8,"CIVIL",82.4,20,85,178,"M"
3,"CIVIL",77.86,19,85,164,"M"
8,"CIVIL",85.59,21,62,185,"M"
9,"CIVIL",85.34,19,61,191,"F"
3,"CIVIL",79,22,87,171,"F"
6,"CIVIL",84.48,21,83,179,"F"
4,"CIVIL",87.11,18,78,166,"F"
3,"CIVIL",86.6,22,70,174,"F"
9,"CIVIL",79.2,25,70,182,"M"
6,"CIVIL",84.03,25,69,182,"F"
2,"CIVIL",85.67,21,62,178,"M"
3,"CIVIL",87.83,23,75,164,"F"
8,"CIVIL",84.82,20,48,181,"F"
8,"CIVIL",94.23,26,71,173,"M"
6,"CIVIL",87.64,23,73,184,"M"
7,"CIVIL",84.53,18,81,177,"F"
2,"CIVIL",97.33,20,85,180,"M"
2,"CIVIL",76.33,22,70,177,"F"
4,"CIVIL",83.88,20,65,180,"F"
8,"CIVIL",90.81,23,92,180,"M"
5,"CIVIL",81.63,23,88,170,"M"
3,"CIVIL",87.29,19,79,168,"F"
8,"CIVIL",79.08,24,80,174,"F"
5,"CIVIL",84.87,20,81,186,"M"
3,"CIVIL",79,22,45,170,"F"
3,"CIVIL",85.75,20,73,168,"F"
6,"CIVIL",81.96,25,76,167,"M"
8,"CIVIL",89.98,18,65,170,"M"
6,"CIVIL",83.61,22,79,179,"F"
8,"CIVIL",89.44,23,89,176,"M"
7,"CIVIL",79.32,22,67,172,"F"
4,"CIVIL",93.67,24,75,175,"M"
3,"CIVIL",87.08,20,79,154,"F"
5,"CIVIL",84.16,22,59,183,"F"
4,"CIVIL",90.24,21,84,182,"M"
8,"CIVIL",89.11,22,72,177,"F"
3,"CIVIL",84.75,19,69,169,"F"
7,"CIVIL",84.75,22,85,158,"M"
7,"CIVIL",79.78,25,56,161,"M"
2,"CIVIL",86,18,63,160,"M"
6,"CIVIL",83.79,23,87,183,"M"
7,"CIVIL",84.39,19,95,182,"M"
4,"CIVIL",90.56,19,69,168,"M"
2,"CIVIL",92.17,22,77,190,"F"
2,"CIVIL",91.17,20,73,181,"F"
9,"CIVIL",81.22,18,88,176,"F"
7,"CIVIL",83.36,18,69,176,"M"
6,"CIVIL",79,20,72,182,"M"
5,"CIVIL",76.67,20,66,181,"F"
9,"CIVIL",80.18,21,61,182,"M"
8,"CIVIL",82.66,22,82,172,"M"
6,"CIVIL",84.71,19,81,184,"F"
7,"CIVIL",86.94,21,68,169,"F"
7,"CIVIL",93.17,21,81,184,"F"
4,"CIVIL",83.75,19,59,184,"F"
3,"CIVIL",87.75,20,89,165,"F"
4,"CIVIL",85.4,17,69,174,"F"
3,"CIVIL",86,25,59,179,"M"
4,"CIVIL",84.12,20,80,179,"F"
3,"CIVIL",90.58,22,73,177,"F"
5,"CIVIL",76.83,21,73,177,"F"
3,"CIVIL",80.36,22,51,165,"F"
4,"CIVIL",85.06,23,81,185,"F"
4,"CIVIL",87,24,83,169,"M"
2,"CIVIL",91,19,81,181,"F"
2,"CIVIL",85.67,22,81,163,"M"
7,"CIVIL",81.65,22,87,179,"F"
2,"CIVIL",94,18,61,184,"F"
5,"CIVIL",82.89,23,81,178,"F"
2,"CIVIL",89.33,21,85,178,"F"
7,"CIVIL",90.64,23,73,176,"F"
3,"CIVIL",83.73,20,65,186,"F"
3,"CIVIL",91.83,23,81,182,"F"
7,"CIVIL",81.2,22,71,180,"F"
6,"CIVIL",86.64,23,102,170,"F"
7,"CIVIL",79.89,20,86,167,"F"
8,"CIVIL",86.39,22,60,168,"F"
8,"CIVIL",84.16,23,65,177,"M"
3,"CIVIL",88.33,22,88,172,"F"
2,"CIVIL",77,20,72,183,"M"
7,"CIVIL",84.12,23,73,164,"M"
2,"CIVIL",89,20,92,183,"M"
5,"CIVIL",87.04,18,79,174,"M"
3,"CIVIL",84,22,75,178,"F"
2,"CIVIL",93.2,21,78,165,"M"
7,"CIVIL",82.88,19,68,174,"F"
2,"CIVIL",84.33,23,65,197,"F"
9,"CIVIL",84.02,20,86,166,"M"
2,"CIVIL",84.5,20,82,174,"M"
3,"CIVIL",76,22,77,175,"M"
4,"CIVIL",94.44,24,71,157,"F"
3,"CIVIL",87.67,20,68,173,"F"
3,"CIVIL",85.89,24,75,176,"F"
2,"CIVIL",81,20,66,152,"F"
4,"CIVIL",83.55,21,90,178,"F"
8,"CIVIL",84.86,20,70,186,"F"
9,"CIVIL",85.9,20,65,199,"F"
3,"CIVIL",79.89,22,67,175,"F"
6,"CIVIL",80.31,20,77,170,"F"
2,"CIVIL",94.33,23,72,163,"F"
6,"CIVIL",78.58,23,60,177,"F"
7,"CIVIL",87.94,16,85,156,"F"
8,"CIVIL",87.19,21,91,192,"M"
7,"CIVIL",78.11,22,72,178,"F"
2,"CIVIL",91.5,21,71,171,"F"
7,"CIVIL",84.35,20,96,157,"M"
5,"CIVIL",81.83,21,52,155,"M"
7,"CIVIL",90.86,21,75,165,"M"
3,"CIVIL",87,19,80,191,"F"
3,"CIVIL",87.08,22,70,172,"M"
6,"CIVIL",80.18,20,76,146,"F"
6,"CIVIL",84.21,23,74,172,"M"
4,"CIVIL",83.47,23,72,162,"F"
12,"BIOQUIMICA",79.85,19,93,157,"F"
10,"BIOQUIMICA",87.45,22,88,172,"F"
12,"BIOQUIMICA",76.79,20,76,163,"M"
10,"BIOQUIMICA",85.45,23,76,165,"M"
10,"BIOQUIMICA",84.91,17,94,162,"M"
10,"BIOQUIMICA",88.85,20,56,172,"M"
10,"BIOQUIMICA",90.09,20,86,200,"M"
10,"BIOQUIMICA",88.82,22,57,174,"F"
10,"BIOQUIMICA",82.35,18,77,191,"F"
12,"BIOQUIMICA",78.54,20,75,172,"F"
11,"BIOQUIMICA",82.49,23,72,160,"F"
10,"BIOQUIMICA",83.24,22,80,170,"F"
10,"BIOQUIMICA",85.51,24,88,167,"F"
10,"BIOQUIMICA",81.53,24,75,183,"F"
11,"BIOQUIMICA",77.83,21,83,175,"F"
10,"BIOQUIMICA",87.65,18,83,169,"F"
14,"BIOQUIMICA",83.9,21,85,180,"F"
10,"BIOQUIMICA",82.52,19,78,195,"F"
10,"BIOQUIMICA",85.02,22,86,191,"M"
10,"BIOQUIMICA",87.91,24,76,164,"M"
10,"BIOQUIMICA",91.36,23,65,172,"F"
11,"BIOQUIMICA",79.83,20,83,187,"F"
10,"BIOQUIMICA",82.2,22,60,186,"M"
10,"BIOQUIMICA",80.78,23,69,180,"F"
10,"BIOQUIMICA",90.91,22,84,169,"F"
10,"BIOQUIMICA",83.84,26,65,183,"M"
10,"BIOQUIMICA",89.82,20,92,194,"M"
14,"BIOQUIMICA",79.3,20,81,169,"F"
10,"BIOQUIMICA",83.51,21,82,186,"M"
10,"BIOQUIMICA",81.96,24,73,165,"F"
11,"BIOQUIMICA",82.2,20,69,177,"F"
12,"BIOQUIMICA",83.15,21,80,163,"M"
12,"BIOQUIMICA",84.3,21,65,182,"F"
10,"BIOQUIMICA",78.75,24,90,178,"M"
10,"BIOQUIMICA",82.06,22,82,188,"M"
12,"BIOQUIMICA",81.93,19,83,166,"F"
10,"BIOQUIMICA",81.83,23,84,175,"M"
10,"BIOQUIMICA",86.69,20,88,177,"M"
12,"BIOQUIMICA",79.75,23,69,159,"M"
10,"BIOQUIMICA",81.97,21,86,164,"F"
10,"BIOQUIMICA",81.66,20,74,166,"M"
10,"BIOQUIMICA",80.73,21,84,162,"F"
11,"BIOQUIMICA",83.31,19,94,168,"M"
10,"BIOQUIMICA",87.67,20,79,189,"F"
10,"BIOQUIMICA",83.25,19,88,178,"F"
10,"BIOQUIMICA",77.48,19,77,173,"M"
10,"BIOQUIMICA",90.2,21,102,166,"F"
4,"BIOQUIMICA",91.22,22,59,176,"M"
2,"BIOQUIMICA",97.67,22,62,153,"M"
6,"BIOQUIMICA",93,21,87,171,"F"
4,"BIOQUIMICA",83.28,21,79,183,"F"
4,"BIOQUIMICA",83.53,21,62,161,"F"
6,"BIOQUIMICA",81.54,22,73,182,"F"
4,"BIOQUIMICA",83.47,18,72,166,"M"
6,"BIOQUIMICA",86.45,23,70,186,"M"
3,"BIOQUIMICA",83.92,20,54,173,"F"
8,"BIOQUIMICA",84.27,26,77,160,"M"
5,"BIOQUIMICA",82.47,22,71,172,"M"
2,"BIOQUIMICA",97,21,67,160,"F"
5,"BIOQUIMICA",83.58,21,76,171,"F"
5,"BIOQUIMICA",81.16,25,77,177,"F"
8,"BIOQUIMICA",88.36,22,91,182,"F"
8,"BIOQUIMICA",88.21,23,72,183,"F"
9,"BIOQUIMICA",78.56,22,77,189,"M"
4,"BIOQUIMICA",89.89,25,74,173,"F"
6,"BIOQUIMICA",83.34,22,76,164,"F"
8,"BIOQUIMICA",83.86,22,80,189,"F"
2,"BIOQUIMICA",92.67,21,87,176,"F"
8,"BIOQUIMICA",86.86,21,60,176,"M"
4,"BIOQUIMICA",81.39,23,77,175,"M"
5,"BIOQUIMICA",82.14,21,80,164,"F"
8,"BIOQUIMICA",82.3,22,82,159,"F"
6,"BIOQUIMICA",86.62,21,61,169,"M"
6,"BIOQUIMICA",80.5,18,62,170,"F"
8,"BIOQUIMICA",83.34,21,62,166,"M"
7,"BIOQUIMICA",80.09,23,72,169,"F"
6,"BIOQUIMICA",86.04,19,74,183,"F"
8,"BIOQUIMICA",90.74,20,87,186,"M"
8,"BIOQUIMICA",84.25,23,72,179,"M"
6,"BIOQUIMICA",78.47,21,66,175,"F"
7,"BIOQUIMICA",86.04,22,82,156,"M"
3,"BIOQUIMICA",80.7,22,72,172,"F"
6,"BIOQUIMICA",80.08,17,78,185,"F"
6,"BIOQUIMICA",79.64,24,76,172,"F"
8,"BIOQUIMICA",79.03,19,76,170,"M"
7,"BIOQUIMICA",82.05,22,89,172,"M"
8,"BIOQUIMICA",82.54,20,97,190,"F"
9,"BIOQUIMICA",83.28,22,66,192,"F"
2,"BIOQUIMICA",94.83,18,58,185,"F"
2,"BIOQUIMICA",94,20,71,192,"F"
6,"BIOQUIMICA",82.13,21,74,157,"M"
8,"BIOQUIMICA",82.39,22,75,139,"F"
7,"BIOQUIMICA",82.69,22,71,177,"M"
9,"BIOQUIMICA",78.9,18,75,177,"M"
8,"BIOQUIMICA",81.06,25,57,176,"M"
7,"BIOQUIMICA",83.52,20,83,174,"F"
8,"BIOQUIMICA",83.24,21,81,195,"M"
4,"BIOQUIMICA",85.79,19,70,162,"F"
9,"BIOQUIMICA",81.12,20,74,174,"F"
6,"BIOQUIMICA",84.5,23,95,164,"M"
3,"BIOQUIMICA",95.75,22,90,175,"M"
5,"BIOQUIMICA",86.06,20,75,168,"M"
6,"BIOQUIMICA",82.18,22,107,178,"F"
7,"BIOQUIMICA",87.5,21,68,174,"M"
9,"BIOQUIMICA",84.77,24,70,171,"M"
3,"BIOQUIMICA",88.83,22,73,191,"M"
6,"BIOQUIMICA",91.24,21,81,191,"M"
9,"BIOQUIMICA",82.2,21,75,171,"F"
7,"BIOQUIMICA",82.23,23,60,163,"M"
5,"BIOQUIMICA",82.48,22,83,180,"F"
9,"BIOQUIMICA",82.97,21,67,167,"F"
9,"BIOQUIMICA",82.08,23,86,160,"F"
4,"BIOQUIMICA",96.65,23,59,171,"F"
4,"BIOQUIMICA",82.06,22,68,164,"M"
8,"BIOQUIMICA",96,22,73,156,"F"
7,"BIOQUIMICA",79.66,21,75,181,"M"
2,"BIOQUIMICA",87.67,19,92,167,"M"
4,"BIOQUIMICA",94.94,22,93,175,"F"
2,"BIOQUIMICA",89,20,70,166,"F"
6,"BIOQUIMICA",85,20,64,176,"F"
5,"BIOQUIMICA",85.88,23,67,154,"F"
6,"BIOQUIMICA",86.13,23,68,181,"M"
7,"BIOQUIMICA",85.5,21,80,161,"F"
5,"BIOQUIMICA",89.71,20,91,149,"F"
5,"BIOQUIMICA",84.92,22,78,178,"M"
4,"BIOQUIMICA",88.21,18,74,155,"F"
5,"BIOQUIMICA",81.83,20,71,187,"M"
8,"BIOQUIMICA",79.45,22,81,182,"F"
5,"BIOQUIMICA",86.06,18,82,174,"M"
2,"BIOQUIMICA",94.33,16,62,186,"M"
4,"BIOQUIMICA",97.33,18,71,165,"F"
7,"BIOQUIMICA",79.87,22,73,172,"M"
8,"BIOQUIMICA",80.53,22,81,181,"M"
2,"BIOQUIMICA",93.17,24,96,172,"F"
4,"BIOQUIMICA",80.91,24,73,153,"M"
7,"BIOQUIMICA",81.46,23,71,160,"M"
7,"BIOQUIMICA",81.54,22,69,164,"M"
3,"BIOQUIMICA",88.5,24,85,190,"M"
8,"BIOQUIMICA",85.88,23,72,181,"M"
3,"BIOQUIMICA",89.33,22,61,168,"F"
8,"BIOQUIMICA",94.14,18,59,163,"M"
7,"BIOQUIMICA",83.59,22,71,175,"M"
2,"BIOQUIMICA",91,15,68,178,"M"
9,"BIOQUIMICA",76.44,22,74,169,"M"
4,"BIOQUIMICA",88.67,20,79,171,"M"
6,"BIOQUIMICA",94.07,21,83,155,"M"
2,"BIOQUIMICA",93.83,19,82,157,"M"
2,"BIOQUIMICA",85.33,20,78,170,"M"
4,"BIOQUIMICA",80.45,18,80,184,"M"
6,"BIOQUIMICA",81.44,21,84,186,"M"
2,"BIOQUIMICA",95.33,21,80,176,"F"
8,"BIOQUIMICA",92.1,23,77,164,"M"
2,"BIOQUIMICA",95.67,22,66,164,"M"
8,"BIOQUIMICA",81.18,22,73,178,"F"
8,"BIOQUIMICA",77.97,23,66,178,"F"
8,"BIOQUIMICA",81.97,21,71,184,"F"
8,"BIOQUIMICA",88.81,21,75,174,"M"
3,"BIOQUIMICA",87.75,20,69,167,"F"
4,"BIOQUIMICA",91.89,20,68,170,"M"
2,"BIOQUIMICA",95.83,21,73,179,"M"
2,"BIOQUIMICA",96,20,71,173,"M"
2,"BIOQUIMICA",88.5,22,82,177,"F"
2,"BIOQUIMICA",90.75,19,85,175,"F"
8,"BIOQUIMICA",85.19,21,67,183,"F"
2,"BIOQUIMICA",93.17,20,57,179,"F"
4,"BIOQUIMICA",90.36,19,89,162,"F"
8,"BIOQUIMICA",83.59,24,79,180,"F"
4,"BIOQUIMICA",91.83,17,86,182,"M"
8,"BIOQUIMICA",92.83,22,57,171,"F"
8,"BIOQUIMICA",92.61,19,79,165,"F"
2,"BIOQUIMICA",93.83,22,54,158,"F"
2,"BIOQUIMICA",92.4,24,66,163,"F"
2,"BIOQUIMICA",89.5,21,53,174,"F"
9,"BIOQUIMICA",80.63,22,56,168,"M"
3,"BIOQUIMICA",79.36,21,69,160,"M"
3,"BIOQUIMICA",82.5,22,77,167,"F"
3,"BIOQUIMICA",85.67,21,76,177,"M"
6,"BIOQUIMICA",93.6,20,78,172,"M"
4,"BIOQUIMICA",84.11,21,61,175,"F"
8,"BIOQUIMICA",87.56,18,65,171,"F"
2,"BIOQUIMICA",89,19,83,169,"F"
2,"BIOQUIMICA",96.33,20,74,173,"M"
9,"BIOQUIMICA",78.74,23,63,171,"F"
9,"BIOQUIMICA",84.89,20,70,181,"M"
5,"BIOQUIMICA",82.27,20,79,168,"M"
4,"BIOQUIMICA",93.94,18,85,169,"F"
8,"BIOQUIMICA",83.95,21,70,158,"M"
4,"BIOQUIMICA",81.21,25,94,174,"F"
4,"BIOQUIMICA",91,20,60,170,"M"
2,"BIOQUIMICA",93.33,20,60,171,"M"
4,"BIOQUIMICA",74.5,21,73,179,"M"
3,"BIOQUIMICA",82.75,21,96,171,"M"
4,"BIOQUIMICA",94.33,21,77,177,"M"
3,"BIOQUIMICA",86.58,20,60,184,"M"
8,"BIOQUIMICA",91.37,23,94,174,"F"
5,"BIOQUIMICA",86.96,17,75,161,"M"
2,"BIOQUIMICA",91.67,18,60,154,"F"
4,"BIOQUIMICA",87.5,22,71,174,"F"
2,"BIOQUIMICA",96.17,19,76,170,"M"
7,"BIOQUIMICA",90.28,18,76,179,"M"
8,"BIOQUIMICA",87.52,21,70,179,"M"
2,"BIOQUIMICA",91.83,21,77,161,"F"
2,"BIOQUIMICA",90.67,21,77,177,"M"
2,"BIOQUIMICA",94.17,20,69,183,"M"
6,"BIOQUIMICA",84.5,21,67,195,"M"
5,"BIOQUIMICA",83.4,21,79,168,"M"
8,"BIOQUIMICA",91.12,19,67,162,"F"
6,"BIOQUIMICA",85.23,21,63,165,"M"
2,"BIOQUIMICA",93.67,16,73,168,"F"
2,"BIOQUIMICA",92.33,20,82,163,"F"
3,"BIOQUIMICA",88.08,21,54,164,"M"
6,"BIOQUIMICA",84.19,19,79,169,"M"
2,"BIOQUIMICA",95.33,19,99,155,"F"
3,"BIOQUIMICA",80.67,21,87,195,"M"
2,"BIOQUIMICA",96.33,21,69,182,"M"
7,"BIOQUIMICA",85.48,21,79,160,"M"
5,"BIOQUIMICA",80.05,18,97,176,"F"
2,"BIOQUIMICA",95.67,21,79,169,"M"
2,"BIOQUIMICA",89.67,22,76,173,"M"
